of_id,vendor,sku,seat_type,contract_group_id,contracted_seats,unit_price,contract_start,contract_expiry,notice_deadline,auto_renewal,true_down_rights,measurement_method,contract_status,predecessor_of_id,contract_event_type,seat_delta,effective_total_seats
V3-OF-028,Nexaflow,Analytics Engine,Collaborator,NXF-AE-BASE,480,2.95,01-01-2025,01-07-2025,02-05-2025,FALSE,FALSE,peak,superseded,V3-OF-027,upsell,80,1440
V3-OF-029,Nexaflow,Analytics Engine,Collaborator,NXF-AE-BASE,530,3.03,01-07-2025,01-07-2026,02-05-2026,TRUE,FALSE,peak,superseded,V3-OF-028,renewal,0,1440
V3-OF-030,Nexaflow,Analytics Engine,Collaborator,NXF-AE-BASE,680,3.03,01-07-2026,01-07-2027,02-04-2027,FALSE,FALSE,peak,active,V3-OF-029,amendment,150,1440
V3-OF-032,Nexaflow,Analytics Engine,Full,NXF-AE-FULL-EXP1,45,32,01-07-2020,01-10-2020,01-09-2020,TRUE,FALSE,peak,superseded,,new,45,220
V3-OF-033,Nexaflow,Analytics Engine,Full,NXF-AE-FULL-EXP1,45,35.79,01-10-2020,01-04-2021,01-01-2021,FALSE,TRUE,peak,superseded,V3-OF-032,renewal,0,220
V3-OF-034,Nexaflow,Analytics Engine,Full,NXF-AE-FULL-EXP1,45,35.79,01-04-2021,01-04-2022,31-01-2022,FALSE,FALSE,peak,superseded,V3-OF-033,renewal,0,220
V3-OF-035,Nexaflow,Analytics Engine,Full,NXF-AE-FULL-EXP1,45,35.79,01-04-2022,01-10-2022,03-07-2022,TRUE,FALSE,peak,superseded,V3-OF-034,renewal,0,220
V3-OF-036,Nexaflow,Analytics Engine,Full,NXF-AE-FULL-EXP1,45,35.79,01-10-2022,01-04-2023,31-01-2023,FALSE,FALSE,peak,superseded,V3-OF-035,renewal,0,220
V3-OF-037,Nexaflow,Analytics Engine,Full,NXF-AE-FULL-EXP1,45,35.79,01-04-2023,01-07-2023,01-06-2023,TRUE,TRUE,peak,superseded,V3-OF-036,renewal,0,220
V3-OF-038,Nexaflow,Analytics Engine,Full,NXF-AE-FULL-EXP1,55,35.79,01-07-2023,01-10-2023,02-08-2023,TRUE,FALSE,peak,superseded,V3-OF-037,amendment,10,220
V3-OF-039,Nexaflow,Analytics Engine,Full,NXF-AE-FULL-EXP1,55,35.79,01-10-2023,01-04-2024,02-03-2024,FALSE,FALSE,peak,superseded,V3-OF-038,renewal,0,220
V3-OF-040,Nexaflow,Analytics Engine,Full,NXF-AE-FULL-EXP1,70,35.79,01-04-2024,01-10-2024,03-07-2024,FALSE,FALSE,peak,superseded,V3-OF-039,upsell,15,220
V3-OF-041,Nexaflow,Analytics Engine,Full,NXF-AE-FULL-EXP1,75,35.79,01-10-2024,01-04-2025,31-01-2025,TRUE,TRUE,peak,superseded,V3-OF-040,renewal,0,220
V3-OF-042,Nexaflow,Analytics Engine,Full,NXF-AE-FULL-EXP1,90,35.79,01-04-2025,01-10-2025,01-09-2025,FALSE,FALSE,peak,superseded,V3-OF-041,amendment,15,220
V3-OF-043,Nexaflow,Analytics Engine,Full,NXF-AE-FULL-EXP1,90,35.79,01-10-2025,01-04-2026,31-01-2026,FALSE,TRUE,peak,superseded,V3-OF-042,renewal,0,220
V3-OF-044,Nexaflow,Analytics Engine,Full,NXF-AE-FULL-EXP1,95,35.79,01-04-2026,01-10-2026,01-09-2026,TRUE,FALSE,peak,superseded,V3-OF-043,renewal,0,220
V3-OF-045,Nexaflow,Analytics Engine,Full,NXF-AE-FULL-EXP1,95,35.79,01-10-2026,01-10-2027,03-07-2027,FALSE,FALSE,peak,active,V3-OF-044,renewal,0,220
V3-OF-047,Nexaflow,Analytics Engine,Contributor,NXF-AE-CONT-EXP1,125,12.6,01-07-2020,01-01-2021,02-12-2020,FALSE,FALSE,peak,superseded,,new,125,595
V3-OF-048,Nexaflow,Analytics Engine,Contributor,NXF-AE-CONT-EXP1,130,12.98,01-01-2021,01-04-2021,02-03-2021,TRUE,TRUE,peak,superseded,V3-OF-047,renewal,0,595
V3-OF-049,Nexaflow,Analytics Engine,Contributor,NXF-AE-CONT-EXP1,135,13.91,01-04-2021,01-07-2021,02-05-2021,TRUE,FALSE,peak,superseded,V3-OF-048,renewal,0,595
V3-OF-050,Nexaflow,Analytics Engine,Contributor,NXF-AE-CONT-EXP1,145,13.91,01-07-2021,01-07-2022,02-05-2022,TRUE,FALSE,peak,superseded,V3-OF-049,renewal,0,595
V3-OF-051,Nexaflow,Analytics Engine,Contributor,NXF-AE-CONT-EXP1,185,13.91,01-07-2022,01-07-2023,01-06-2023,TRUE,FALSE,peak,superseded,V3-OF-050,upsell,40,595
V3-OF-052,Nexaflow,Analytics Engine,Contributor,NXF-AE-CONT-EXP1,185,13.91,01-07-2023,01-01-2024,03-10-2023,TRUE,FALSE,peak,superseded,V3-OF-051,renewal,0,595
V3-OF-053,Nexaflow,Analytics Engine,Contributor,NXF-AE-CONT-EXP1,190,13.91,01-01-2024,01-07-2024,02-05-2024,FALSE,TRUE,peak,superseded,V3-OF-052,renewal,0,595
V3-OF-054,Nexaflow,Analytics Engine,Contributor,NXF-AE-CONT-EXP1,195,13.91,01-07-2024,01-01-2025,02-11-2024,TRUE,FALSE,peak,superseded,V3-OF-053,renewal,0,595
V3-OF-055,Nexaflow,Analytics Engine,Contributor,NXF-AE-CONT-EXP1,210,13.91,01-01-2025,01-07-2025,02-05-2025,TRUE,TRUE,peak,superseded,V3-OF-054,renewal,0,595
V3-OF-056,Nexaflow,Analytics Engine,Contributor,NXF-AE-CONT-EXP1,175,13.91,01-07-2025,01-01-2026,03-10-2025,FALSE,FALSE,peak,superseded,V3-OF-055,renewal,0,595
V3-OF-057,Nexaflow,Analytics Engine,Contributor,NXF-AE-CONT-EXP1,220,13.91,01-01-2026,01-04-2026,01-01-2026,TRUE,FALSE,peak,superseded,V3-OF-056,amendment,45,595
V3-OF-058,Nexaflow,Analytics Engine,Contributor,NXF-AE-CONT-EXP1,240,13.91,01-04-2026,01-04-2027,31-01-2027,FALSE,FALSE,peak,active,V3-OF-057,renewal,0,595
V3-OF-060,Nexaflow,Analytics Engine,Collaborator,NXF-AE-COLL-EXP1,160,2.73,01-07-2020,01-01-2021,03-10-2020,FALSE,FALSE,peak,superseded,,new,160,1440
V3-OF-061,Nexaflow,Analytics Engine,Collaborator,NXF-AE-COLL-EXP1,170,2.99,01-01-2021,01-01-2022,02-11-2021,TRUE,TRUE,peak,superseded,V3-OF-060,renewal,0,1440
V3-OF-062,Nexaflow,Analytics Engine,Collaborator,NXF-AE-COLL-EXP1,210,3.05,01-01-2022,01-04-2022,01-01-2022,TRUE,FALSE,peak,superseded,V3-OF-061,upsell,40,1440
V3-OF-063,Nexaflow,Analytics Engine,Collaborator,NXF-AE-COLL-EXP1,230,3.05,01-04-2022,01-10-2022,02-08-2022,TRUE,FALSE,peak,superseded,V3-OF-062,renewal,0,1440
V3-OF-064,Nexaflow,Analytics Engine,Collaborator,NXF-AE-COLL-EXP1,250,3.05,01-10-2022,01-04-2023,02-03-2023,FALSE,FALSE,peak,superseded,V3-OF-063,renewal,0,1440
V3-OF-065,Nexaflow,Analytics Engine,Collaborator,NXF-AE-COLL-EXP1,310,3.05,01-04-2023,01-10-2023,02-08-2023,TRUE,FALSE,peak,superseded,V3-OF-064,upsell,60,1440
V3-OF-066,Nexaflow,Analytics Engine,Collaborator,NXF-AE-COLL-EXP1,330,3.05,01-10-2023,01-10-2024,03-07-2024,FALSE,FALSE,peak,superseded,V3-OF-065,renewal,0,1440
V3-OF-067,Nexaflow,Analytics Engine,Collaborator,NXF-AE-COLL-EXP1,370,3.05,01-10-2024,01-10-2025,02-08-2025,FALSE,TRUE,peak,superseded,V3-OF-066,renewal,0,1440
V3-OF-068,Nexaflow,Analytics Engine,Collaborator,NXF-AE-COLL-EXP1,300,3.05,01-10-2025,01-01-2026,02-12-2025,TRUE,TRUE,peak,superseded,V3-OF-067,renewal,0,1440
V3-OF-069,Nexaflow,Analytics Engine,Collaborator,NXF-AE-COLL-EXP1,310,3.05,01-01-2026,01-07-2026,01-06-2026,FALSE,TRUE,peak,superseded,V3-OF-068,renewal,0,1440
V3-OF-070,Nexaflow,Analytics Engine,Collaborator,NXF-AE-COLL-EXP1,340,3.05,01-07-2026,01-07-2027,02-05-2027,TRUE,FALSE,peak,active,V3-OF-069,renewal,0,1440
V3-OF-072,Nexaflow,Analytics Engine,Full,NXF-AE-FULL-PROJ1,35,32,01-01-2021,01-04-2021,02-03-2021,TRUE,FALSE,peak,superseded,,new,35,220
V3-OF-073,Nexaflow,Analytics Engine,Full,NXF-AE-FULL-PROJ1,35,34.27,01-04-2021,01-07-2021,02-04-2021,FALSE,FALSE,peak,superseded,V3-OF-072,renewal,0,220
V3-OF-074,Nexaflow,Analytics Engine,Full,NXF-AE-FULL-PROJ1,45,34.27,01-07-2021,01-10-2021,01-09-2021,FALSE,FALSE,peak,superseded,V3-OF-073,amendment,10,220
V3-OF-075,Nexaflow,Analytics Engine,Full,NXF-AE-FULL-PROJ1,45,34.27,01-10-2021,01-01-2022,03-10-2021,FALSE,TRUE,peak,active,V3-OF-074,renewal,0,220
V3-OF-076,Nexaflow,Analytics Engine,Contributor,NXF-AE-CONT-PROJ1,100,12.6,01-01-2021,01-04-2021,01-01-2021,FALSE,FALSE,peak,superseded,,new,100,595
V3-OF-077,Nexaflow,Analytics Engine,Contributor,NXF-AE-CONT-PROJ1,105,13.88,01-04-2021,01-07-2021,01-06-2021,FALSE,TRUE,peak,superseded,V3-OF-076,renewal,0,595
V3-OF-078,Nexaflow,Analytics Engine,Contributor,NXF-AE-CONT-PROJ1,90,13.88,01-07-2021,01-10-2021,01-09-2021,TRUE,FALSE,peak,superseded,V3-OF-077,renewal,0,595
V3-OF-079,Nexaflow,Analytics Engine,Contributor,NXF-AE-CONT-PROJ1,115,13.88,01-10-2021,01-01-2022,02-12-2021,TRUE,FALSE,peak,active,V3-OF-078,amendment,25,595
V3-OF-080,Nexaflow,Analytics Engine,Collaborator,NXF-AE-COLL-PROJ1,260,2.73,01-01-2021,01-04-2021,31-01-2021,FALSE,FALSE,peak,superseded,,new,260,1440
V3-OF-081,Nexaflow,Analytics Engine,Collaborator,NXF-AE-COLL-PROJ1,290,3.05,01-04-2021,01-07-2021,01-06-2021,FALSE,FALSE,peak,superseded,V3-OF-080,renewal,0,1440
V3-OF-082,Nexaflow,Analytics Engine,Collaborator,NXF-AE-COLL-PROJ1,320,3.05,01-07-2021,01-10-2021,03-07-2021,TRUE,TRUE,peak,superseded,V3-OF-081,renewal,0,1440
V3-OF-083,Nexaflow,Analytics Engine,Collaborator,NXF-AE-COLL-PROJ1,420,3.05,01-10-2021,01-01-2022,02-11-2021,TRUE,FALSE,peak,active,V3-OF-082,amendment,100,1440
V3-OF-084,Nexaflow,Mobile Access,Full,NXF-MA-BASE,60,20,01-01-2019,01-01-2020,02-12-2019,TRUE,FALSE,snapshot,superseded,,new,60,160
V3-OF-085,Nexaflow,Mobile Access,Full,NXF-MA-BASE,65,21.21,01-01-2020,01-04-2020,01-02-2020,FALSE,FALSE,snapshot,superseded,V3-OF-084,renewal,0,160
V3-OF-086,Nexaflow,Mobile Access,Full,NXF-MA-BASE,70,21.21,01-04-2020,01-04-2021,02-03-2021,FALSE,FALSE,snapshot,superseded,V3-OF-085,renewal,0,160
V3-OF-087,Nexaflow,Mobile Access,Full,NXF-MA-BASE,75,21.38,01-04-2021,01-04-2022,01-01-2022,FALSE,FALSE,snapshot,superseded,V3-OF-086,renewal,0,160
V3-OF-088,Nexaflow,Mobile Access,Full,NXF-MA-BASE,80,22.04,01-04-2022,01-10-2022,01-09-2022,TRUE,FALSE,snapshot,superseded,V3-OF-087,renewal,0,160
V3-OF-089,Nexaflow,Mobile Access,Full,NXF-MA-BASE,85,22.04,01-10-2022,01-10-2023,03-07-2023,TRUE,FALSE,snapshot,superseded,V3-OF-088,renewal,0,160
V3-OF-090,Nexaflow,Mobile Access,Full,NXF-MA-BASE,85,22.04,01-10-2023,01-10-2024,02-08-2024,TRUE,TRUE,snapshot,superseded,V3-OF-089,renewal,0,160
V3-OF-091,Nexaflow,Mobile Access,Full,NXF-MA-BASE,75,22.04,01-10-2024,01-10-2025,03-07-2025,TRUE,TRUE,snapshot,superseded,V3-OF-090,renewal,0,160
V3-OF-092,Nexaflow,Mobile Access,Full,NXF-MA-BASE,65,22.04,01-10-2025,01-10-2026,03-07-2026,TRUE,TRUE,snapshot,superseded,V3-OF-091,renewal,0,160
V3-OF-093,Nexaflow,Mobile Access,Full,NXF-MA-BASE,60,22.23,01-10-2026,01-10-2027,03-07-2027,FALSE,FALSE,snapshot,active,V3-OF-092,renewal,0,160
V3-OF-084,Nexaflow,Mobile Access,Contributor,NXF-MA-BASE,120,9,01-01-2019,01-01-2020,02-12-2019,TRUE,FALSE,snapshot,superseded,,new,120,565
V3-OF-085,Nexaflow,Mobile Access,Contributor,NXF-MA-BASE,125,9.33,01-01-2020,01-04-2020,01-02-2020,TRUE,TRUE,snapshot,superseded,V3-OF-084,renewal,0,565
V3-OF-086,Nexaflow,Mobile Access,Contributor,NXF-MA-BASE,125,9.36,01-04-2020,01-04-2021,02-03-2021,FALSE,FALSE,snapshot,superseded,V3-OF-085,renewal,0,565
V3-OF-087,Nexaflow,Mobile Access,Contributor,NXF-MA-BASE,135,9.54,01-04-2021,01-04-2022,01-01-2022,FALSE,FALSE,snapshot,superseded,V3-OF-086,renewal,0,565
V3-OF-088,Nexaflow,Mobile Access,Contributor,NXF-MA-BASE,170,9.54,01-04-2022,01-10-2022,01-09-2022,TRUE,FALSE,snapshot,superseded,V3-OF-087,upsell,35,565
V3-OF-089,Nexaflow,Mobile Access,Contributor,NXF-MA-BASE,175,9.54,01-10-2022,01-10-2023,03-07-2023,FALSE,FALSE,snapshot,superseded,V3-OF-088,renewal,0,565
V3-OF-090,Nexaflow,Mobile Access,Contributor,NXF-MA-BASE,185,9.67,01-10-2023,01-10-2024,02-08-2024,TRUE,TRUE,snapshot,superseded,V3-OF-089,renewal,0,565
V3-OF-091,Nexaflow,Mobile Access,Contributor,NXF-MA-BASE,190,9.67,01-10-2024,01-10-2025,03-07-2025,FALSE,FALSE,snapshot,superseded,V3-OF-090,renewal,0,565
V3-OF-092,Nexaflow,Mobile Access,Contributor,NXF-MA-BASE,200,9.67,01-10-2025,01-10-2026,03-07-2026,FALSE,TRUE,snapshot,superseded,V3-OF-091,renewal,0,565
V3-OF-093,Nexaflow,Mobile Access,Contributor,NXF-MA-BASE,215,9.67,01-10-2026,01-10-2027,03-07-2027,TRUE,FALSE,snapshot,active,V3-OF-092,renewal,0,565
V3-OF-084,Nexaflow,Mobile Access,Collaborator,NXF-MA-BASE,350,2.12,01-01-2019,01-01-2020,02-12-2019,TRUE,FALSE,snapshot,superseded,,new,350,1020
V3-OF-085,Nexaflow,Mobile Access,Collaborator,NXF-MA-BASE,390,2.32,01-01-2020,01-04-2020,01-02-2020,FALSE,FALSE,snapshot,superseded,V3-OF-084,renewal,0,1020
V3-OF-086,Nexaflow,Mobile Access,Collaborator,NXF-MA-BASE,420,2.32,01-04-2020,01-04-2021,02-03-2021,FALSE,TRUE,snapshot,superseded,V3-OF-085,renewal,0,1020
V3-OF-087,Nexaflow,Mobile Access,Collaborator,NXF-MA-BASE,450,2.32,01-04-2021,01-04-2022,01-01-2022,FALSE,FALSE,snapshot,superseded,V3-OF-086,renewal,0,1020
V3-OF-088,Nexaflow,Mobile Access,Collaborator,NXF-MA-BASE,490,2.32,01-04-2022,01-10-2022,01-09-2022,TRUE,FALSE,snapshot,superseded,V3-OF-087,renewal,0,1020
V3-OF-089,Nexaflow,Mobile Access,Collaborator,NXF-MA-BASE,520,2.32,01-10-2022,01-10-2023,03-07-2023,TRUE,FALSE,snapshot,superseded,V3-OF-088,renewal,0,1020
V3-OF-090,Nexaflow,Mobile Access,Collaborator,NXF-MA-BASE,560,2.32,01-10-2023,01-10-2024,02-08-2024,TRUE,TRUE,snapshot,superseded,V3-OF-089,renewal,0,1020
V3-OF-091,Nexaflow,Mobile Access,Collaborator,NXF-MA-BASE,620,2.32,01-10-2024,01-10-2025,03-07-2025,TRUE,FALSE,snapshot,superseded,V3-OF-090,renewal,0,1020
V3-OF-092,Nexaflow,Mobile Access,Collaborator,NXF-MA-BASE,650,2.32,01-10-2025,01-10-2026,03-07-2026,TRUE,TRUE,snapshot,superseded,V3-OF-091,renewal,0,1020
V3-OF-093,Nexaflow,Mobile Access,Collaborator,NXF-MA-BASE,670,2.32,01-10-2026,01-10-2027,03-07-2027,TRUE,FALSE,snapshot,active,V3-OF-092,renewal,0,1020
V3-OF-095,Nexaflow,Mobile Access,Full,NXF-MA-FULL-EXP1,50,20,01-07-2020,01-01-2021,02-11-2020,TRUE,FALSE,snapshot,superseded,,new,50,160
V3-OF-096,Nexaflow,Mobile Access,Full,NXF-MA-FULL-EXP1,55,21.55,01-01-2021,01-04-2021,02-03-2021,FALSE,FALSE,snapshot,superseded,V3-OF-095,renewal,0,160
V3-OF-097,Nexaflow,Mobile Access,Full,NXF-MA-FULL-EXP1,60,21.55,01-04-2021,01-10-2021,03-07-2021,FALSE,FALSE,snapshot,superseded,V3-OF-096,renewal,0,160
V3-OF-098,Nexaflow,Mobile Access,Full,NXF-MA-FULL-EXP1,75,21.55,01-10-2021,01-10-2022,03-07-2022,FALSE,FALSE,snapshot,superseded,V3-OF-097,upsell,15,160
V3-OF-099,Nexaflow,Mobile Access,Full,NXF-MA-FULL-EXP1,75,21.55,01-10-2022,01-04-2023,31-01-2023,TRUE,FALSE,snapshot,superseded,V3-OF-098,renewal,0,160
V3-OF-100,Nexaflow,Mobile Access,Full,NXF-MA-FULL-EXP1,80,21.55,01-04-2023,01-04-2024,02-01-2024,TRUE,TRUE,snapshot,superseded,V3-OF-099,renewal,0,160
V3-OF-101,Nexaflow,Mobile Access,Full,NXF-MA-FULL-EXP1,85,22.4,01-04-2024,01-07-2024,02-05-2024,TRUE,FALSE,snapshot,superseded,V3-OF-100,renewal,0,160
V3-OF-102,Nexaflow,Mobile Access,Full,NXF-MA-FULL-EXP1,90,22.4,01-07-2024,01-01-2025,02-11-2024,TRUE,TRUE,snapshot,superseded,V3-OF-101,renewal,0,160
V3-OF-103,Nexaflow,Mobile Access,Full,NXF-MA-FULL-EXP1,95,22.4,01-01-2025,01-01-2026,02-12-2025,FALSE,TRUE,snapshot,superseded,V3-OF-102,renewal,0,160
V3-OF-104,Nexaflow,Mobile Access,Full,NXF-MA-FULL-EXP1,100,22.4,01-01-2026,01-01-2027,03-10-2026,FALSE,TRUE,snapshot,active,V3-OF-103,renewal,0,160
V3-OF-108,Nexaflow,Mobile Access,Contributor,NXF-MA-CONT-EXP1,135,9,01-07-2020,01-01-2021,03-10-2020,TRUE,FALSE,snapshot,superseded,,new,135,565
V3-OF-109,Nexaflow,Mobile Access,Contributor,NXF-MA-CONT-EXP1,145,10.07,01-01-2021,01-07-2021,02-05-2021,TRUE,FALSE,snapshot,superseded,V3-OF-108,renewal,0,565
V3-OF-110,Nexaflow,Mobile Access,Contributor,NXF-MA-CONT-EXP1,185,10.07,01-07-2021,01-10-2021,01-09-2021,FALSE,FALSE,snapshot,superseded,V3-OF-109,amendment,40,565
V3-OF-111,Nexaflow,Mobile Access,Contributor,NXF-MA-CONT-EXP1,200,10.07,01-10-2021,01-04-2022,31-01-2022,TRUE,FALSE,snapshot,superseded,V3-OF-110,renewal,0,565
V3-OF-112,Nexaflow,Mobile Access,Contributor,NXF-MA-CONT-EXP1,215,10.07,01-04-2022,01-07-2022,01-06-2022,TRUE,FALSE,snapshot,superseded,V3-OF-111,renewal,0,565
V3-OF-113,Nexaflow,Mobile Access,Contributor,NXF-MA-CONT-EXP1,220,10.07,01-07-2022,01-01-2023,02-12-2022,FALSE,TRUE,snapshot,superseded,V3-OF-112,renewal,0,565
V3-OF-114,Nexaflow,Mobile Access,Contributor,NXF-MA-CONT-EXP1,255,10.07,01-01-2023,01-07-2023,01-06-2023,TRUE,FALSE,snapshot,superseded,V3-OF-113,upsell,35,565
V3-OF-115,Nexaflow,Mobile Access,Contributor,NXF-MA-CONT-EXP1,265,10.07,01-07-2023,01-07-2024,02-04-2024,TRUE,TRUE,snapshot,superseded,V3-OF-114,renewal,0,565
V3-OF-116,Nexaflow,Mobile Access,Contributor,NXF-MA-CONT-EXP1,330,10.07,01-07-2024,01-01-2025,02-11-2024,TRUE,FALSE,snapshot,superseded,V3-OF-115,upsell,65,565
V3-OF-117,Nexaflow,Mobile Access,Contributor,NXF-MA-CONT-EXP1,340,10.07,01-01-2025,01-04-2025,01-01-2025,TRUE,TRUE,snapshot,superseded,V3-OF-116,renewal,0,565
V3-OF-118,Nexaflow,Mobile Access,Contributor,NXF-MA-CONT-EXP1,280,10.07,01-04-2025,01-10-2025,01-09-2025,FALSE,FALSE,snapshot,superseded,V3-OF-117,renewal,0,565
V3-OF-119,Nexaflow,Mobile Access,Contributor,NXF-MA-CONT-EXP1,290,10.07,01-10-2025,01-04-2026,02-03-2026,TRUE,TRUE,snapshot,superseded,V3-OF-118,renewal,0,565
V3-OF-120,Nexaflow,Mobile Access,Contributor,NXF-MA-CONT-EXP1,350,10.07,01-04-2026,01-07-2026,01-06-2026,FALSE,FALSE,snapshot,superseded,V3-OF-119,upsell,60,565
V3-OF-121,Nexaflow,Mobile Access,Contributor,NXF-MA-CONT-EXP1,350,10.07,01-07-2026,01-01-2027,03-10-2026,FALSE,FALSE,snapshot,active,V3-OF-120,renewal,0,565
V3-OF-124,Nexaflow,Mobile Access,Collaborator,NXF-MA-COLL-EXP1,280,2.12,01-07-2020,01-07-2021,02-05-2021,TRUE,FALSE,snapshot,superseded,,new,280,1020
V3-OF-125,Nexaflow,Mobile Access,Collaborator,NXF-MA-COLL-EXP1,310,2.21,01-07-2021,01-07-2022,02-04-2022,TRUE,FALSE,snapshot,superseded,V3-OF-124,renewal,0,1020
V3-OF-126,Nexaflow,Mobile Access,Collaborator,NXF-MA-COLL-EXP1,310,2.31,01-07-2022,01-07-2023,02-04-2023,FALSE,TRUE,snapshot,superseded,V3-OF-125,renewal,0,1020
V3-OF-127,Nexaflow,Mobile Access,Collaborator,NXF-MA-COLL-EXP1,260,2.32,01-07-2023,01-01-2024,02-12-2023,TRUE,FALSE,snapshot,superseded,V3-OF-126,renewal,0,1020
V3-OF-128,Nexaflow,Mobile Access,Collaborator,NXF-MA-COLL-EXP1,280,2.32,01-01-2024,01-07-2024,01-06-2024,FALSE,TRUE,snapshot,superseded,V3-OF-127,renewal,0,1020
V3-OF-129,Nexaflow,Mobile Access,Collaborator,NXF-MA-COLL-EXP1,230,2.32,01-07-2024,01-10-2024,02-08-2024,FALSE,FALSE,snapshot,superseded,V3-OF-128,renewal,0,1020
V3-OF-130,Nexaflow,Mobile Access,Collaborator,NXF-MA-COLL-EXP1,250,2.35,01-10-2024,01-04-2025,31-01-2025,TRUE,FALSE,snapshot,superseded,V3-OF-129,renewal,0,1020
V3-OF-131,Nexaflow,Mobile Access,Collaborator,NXF-MA-COLL-EXP1,270,2.35,01-04-2025,01-04-2026,31-01-2026,TRUE,TRUE,snapshot,superseded,V3-OF-130,renewal,0,1020
V3-OF-132,Nexaflow,Mobile Access,Collaborator,NXF-MA-COLL-EXP1,350,2.35,01-04-2026,01-04-2027,02-03-2027,TRUE,FALSE,snapshot,active,V3-OF-131,upsell,80,1020
