Contract_ID,License_Type,Vendor,Start_Date,End_Date,Owner,Criticality,Days_to_Renewal,Renewal_Flag,Total_Users,Active_Users,Avg_Utilization_Pct,Total_Annual_Budget_USD,Total_Actual_Spend_USD,Spend%,Budget_Status,Total_True_Up_USD,Stages,Approval_Status,Max_Days_in_Stage
C-1698,Collaborator,Cloudora,29-07-2024,20-04-2026,Procurement,High,108,Planning,245,194,78.96,4890,3070,0.627811861,Healthy,-1820,Planning,Approved,16
C-1699,Collaborator,Nexaflow,05-02-2024,22-11-2026,Finance,Critical,324,Normal,245,183,74.6,4055,2033,0.50135635,Healthy,-2022,Approval,Pending,12
C-1700,Collaborator,Microsoft,04-06-2024,05-03-2026,Procurement,High,62,Warning,161,125,77.85,3613,993,0.274840852,Healthy,-2620,Execution,Pending,9
C-1701,Collaborator,Veloxa,03-07-2024,02-02-2026,IT,Critical,31,Warning,245,229,93.24,3006,8351,2.778110446,Exceeded,5345,Planning,Pending,15
C-1702,Collaborator,Atlassify,31-08-2024,27-11-2026,Procurement,Critical,329,Normal,245,178,72.65,2990,828,0.276923077,Healthy,-2162,Execution,Pending,17
C-1703,Contributor,Microsoft,25-02-2024,10-12-2026,Procurement,Medium,342,Normal,182,129,71,3889,6098,1.568012343,Exceeded,2209,Planning,Pending,12
C-1704,Collaborator,Veloxa,23-02-2024,28-06-2026,Finance,Critical,177,Planning,157,122,78.15,3090,2999,0.970550162,Near Limit,-91,Execution,Approved,13
C-1705,Full,Microsoft,24-03-2025,30-12-2026,Procurement,Critical,362,Normal,210,146,69.71,6288,2928,0.465648855,Healthy,-3360,Planning,Approved,4
C-1706,Collaborator,Microsoft,12-02-2025,13-12-2026,Procurement,Critical,345,Normal,161,144,89.52,5525,5339,0.966334842,Near Limit,-186,Planning,Pending,8
C-1707,Contributor,Microsoft,21-01-2025,26-03-2026,Procurement,High,83,Warning,182,171,94.02,3524,2192,0.622020431,Healthy,-1332,Negotiation,Pending,9
C-1708,Collaborator,Salesforce,19-05-2025,11-08-2026,Procurement,Critical,221,Normal,98,80,81.84,2805,2455,0.875222816,Near Limit,-350,Planning,Pending,10
C-1709,Collaborator,Salesforce,09-10-2023,11-06-2026,IT,Critical,160,Planning,98,21,22.14,569,533,0.936731107,Near Limit,-36,Approval,Pending,10
C-1710,Contributor,Microsoft,17-08-2023,30-04-2026,Finance,High,118,Planning,182,121,66.56,4799,4065,0.847051469,Near Limit,-734,Approval,Pending,8
C-1711,Collaborator,Nexaflow,12-02-2025,23-04-2026,Finance,High,111,Planning,245,59,24.26,2388,867,0.363065327,Healthy,-1521,Planning,Pending,10
C-1712,Collaborator,Prismly,19-07-2024,17-02-2027,Procurement,Medium,411,Normal,157,148,94.27,3183,2149,0.67514923,Healthy,-1034,Approval,Pending,3
C-1713,Collaborator,Cloudora,12-12-2023,04-06-2026,IT,Medium,153,Planning,245,171,69.72,4280,1177,0.275,Healthy,-3103,Approval,Approved,15
C-1714,Contributor,Microsoft,03-01-2025,12-05-2026,Finance,High,130,Planning,182,161,88.49,352,346,0.982954545,Near Limit,-6,Approval,Approved,7
C-1715,Contributor,Microsoft,22-11-2023,28-01-2026,Procurement,Medium,26,Critical,182,145,79.93,5453,3752,0.688061617,Healthy,-1701,Approval,Approved,3
C-1716,Full,Salesforce,26-11-2023,04-09-2026,Finance,Critical,245,Normal,210,153,72.9,1143,6915,6.049868766,Exceeded,5772,Approval,Approved,7
C-1717,Collaborator,Microsoft,16-07-2024,16-02-2026,Procurement,Critical,45,Warning,161,116,71.96,437,364,0.832951945,Near Limit,-73,Execution,Pending,14
C-1718,Contributor,AWS,23-05-2025,22-11-2026,Procurement,Medium,324,Normal,145,128,88.69,7666,7351,0.95890947,Near Limit,-315,Execution,Pending,6
C-1719,Collaborator,Microsoft,05-07-2024,08-11-2026,Finance,Medium,310,Normal,161,148,91.81,385,69,0.179220779,Healthy,-316,Approval,Pending,8
C-1720,Collaborator,Veloxa,29-03-2025,21-07-2026,IT,Medium,200,Normal,245,143,58.28,3023,2583,0.854449223,Near Limit,-440,Approval,Pending,13
C-1721,Collaborator,Veloxa,14-08-2024,23-01-2026,IT,Low,21,Critical,245,174,71.18,9461,4684,0.495085086,Healthy,-4777,Execution,Approved,5
C-1722,Collaborator,Databridge,11-02-2024,31-01-2026,Finance,High,29,Critical,245,188,76.64,4786,4171,0.871500209,Near Limit,-615,Approval,Pending,17
C-1723,Contributor,Salesforce,27-01-2025,22-05-2026,IT,Medium,140,Planning,320,192,60,4337,4176,0.962877565,Near Limit,-161,Execution,Pending,12
C-1724,Collaborator,Microsoft,19-02-2024,16-10-2026,Finance,Medium,287,Normal,161,141,87.59,2007,1429,0.712007972,Healthy,-578,Execution,Pending,17
C-1725,Contributor,Microsoft,12-08-2024,13-07-2026,Procurement,Medium,192,Normal,182,175,96.05,2983,868,0.290982233,Healthy,-2115,Planning,Pending,16
C-1726,Collaborator,Microsoft,02-04-2025,16-01-2027,Procurement,High,379,Normal,161,144,89.7,1068,741,0.693820225,Healthy,-327,Planning,Approved,10
C-1727,Contributor,Microsoft,07-12-2023,18-03-2026,IT,Critical,75,Warning,182,149,82.18,4079,4120,1.010051483,Exceeded,41,Planning,Pending,9
C-1728,Collaborator,Microsoft,08-12-2023,26-07-2026,Finance,Medium,205,Normal,161,119,74.19,2125,4057,1.909176471,Exceeded,1932,Planning,Pending,8
C-1729,Contributor,Microsoft,11-05-2025,22-01-2027,Procurement,High,385,Normal,182,38,20.89,1278,1259,0.98513302,Near Limit,-19,Planning,Approved,4
C-1730,Collaborator,Atlassify,28-02-2024,10-11-2026,Finance,High,312,Normal,157,133,84.78,2929,1129,0.385455787,Healthy,-1800,Approval,Approved,17
C-1731,Collaborator,Atlassify,22-05-2024,02-03-2026,Procurement,High,59,Warning,245,181,73.79,1545,911,0.589644013,Healthy,-634,Planning,Approved,3
C-1732,Contributor,Microsoft,27-12-2024,26-07-2026,Finance,High,205,Normal,182,32,17.98,7697,5868,0.762374951,Healthy,-1829,Planning,Approved,6
C-1733,Collaborator,Veloxa,01-02-2024,26-04-2026,Finance,Medium,114,Planning,245,183,74.64,4525,4312,0.952928177,Near Limit,-213,Execution,Approved,7
C-1734,Contributor,Microsoft,02-09-2025,04-09-2026,Finance,High,245,Normal,182,49,27.14,2475,2399,0.969292929,Near Limit,-76,Execution,Pending,11
C-1735,Collaborator,Databridge,29-01-2025,13-11-2026,IT,Critical,315,Normal,245,168,68.62,786,305,0.388040712,Healthy,-481,Approval,Approved,17
C-1736,Collaborator,Atlassify,24-08-2023,03-02-2026,IT,Medium,32,Warning,157,34,22.23,907,249,0.274531422,Healthy,-658,Approval,Approved,12
C-1737,Collaborator,Cloudora,28-12-2023,03-01-2026,Finance,High,1,Critical,157,125,79.87,4395,748,0.170193402,Healthy,-3647,Negotiation,Approved,13
C-1738,Full,Salesforce,11-11-2024,08-12-2026,IT,Medium,340,Normal,210,157,75.1,6608,3381,0.511652542,Healthy,-3227,Planning,Pending,9
C-1739,Contributor,Microsoft,22-12-2023,20-10-2026,Finance,High,291,Normal,182,112,61.62,351,147,0.418803419,Healthy,-204,Execution,Pending,6
C-1740,Collaborator,Cloudora,11-10-2024,10-02-2026,Finance,Medium,39,Warning,157,132,84.33,4892,3343,0.683360589,Healthy,-1549,Planning,Pending,17
C-1741,Collaborator,Microsoft,25-02-2025,14-02-2027,Procurement,High,408,Normal,161,113,70.16,2209,1957,0.885921231,Near Limit,-252,Execution,Approved,5
C-1742,Full,Salesforce,16-09-2024,26-11-2026,Finance,High,328,Normal,210,143,68.1,3312,3122,0.94263285,Near Limit,-190,Planning,Pending,13
C-1743,Contributor,Microsoft,06-06-2024,12-06-2026,Finance,Critical,161,Planning,182,124,68.31,3863,5654,1.463629304,Exceeded,1791,Negotiation,Approved,16
C-1744,Contributor,Salesforce,30-08-2024,27-01-2026,IT,Medium,25,Critical,320,193,60.56,7188,32569,4.531023929,Exceeded,25381,Execution,Approved,4
C-1745,Collaborator,Salesforce,13-03-2024,08-04-2026,Finance,Critical,96,Planning,245,212,86.37,4997,3517,0.703822293,Healthy,-1480,Planning,Pending,12
C-1746,Collaborator,Microsoft,01-12-2024,18-10-2026,IT,High,289,Normal,161,113,70.1,3122,1322,0.423446509,Healthy,-1800,Planning,Approved,10
C-1747,Collaborator,Veloxa,13-03-2025,08-10-2026,Procurement,Critical,279,Normal,157,117,74.71,2406,2278,0.946799667,Near Limit,-128,Negotiation,Pending,13
C-1748,Collaborator,Prismly,29-12-2023,05-01-2026,IT,Medium,3,Critical,245,206,84,5762,4070,0.706351961,Healthy,-1692,Planning,Pending,12
C-1749,Collaborator,Microsoft,29-09-2023,14-09-2026,Procurement,Critical,255,Normal,161,136,84.37,4465,4510,1.010078387,Exceeded,45,Approval,Pending,6
C-1750,Full,AWS,15-08-2024,05-03-2026,Procurement,Medium,62,Warning,260,73,28.19,957,824,0.861024033,Near Limit,-133,Planning,Pending,6
C-1751,Contributor,Salesforce,28-11-2024,26-03-2026,Finance,High,83,Warning,320,241,75.56,2264,2225,0.982773852,Near Limit,-39,Planning,Pending,10
C-1752,Contributor,Microsoft,22-12-2023,18-01-2026,Procurement,High,16,Critical,182,148,81.58,4710,4073,0.864755839,Near Limit,-637,Approval,Pending,6
C-1753,Full,Salesforce,24-08-2024,02-08-2026,Finance,Medium,212,Normal,210,146,69.67,2757,17920,6.499818643,Exceeded,15163,Planning,Pending,9
C-1754,Collaborator,Microsoft,16-05-2023,21-01-2026,IT,High,19,Critical,161,129,80.02,311,183,0.588424437,Healthy,-128,Execution,Approved,5
C-1755,Contributor,Microsoft,05-04-2024,18-03-2026,Finance,High,75,Warning,182,27,15.3,1936,1812,0.935950413,Near Limit,-124,Planning,Pending,13
C-1756,Full,Salesforce,30-05-2024,21-03-2026,Procurement,Critical,78,Warning,210,166,79.19,3098,2032,0.655907037,Healthy,-1066,Planning,Pending,11
C-1757,Collaborator,Microsoft,17-02-2023,02-02-2026,IT,Critical,31,Warning,161,119,74.26,1860,1997,1.073655914,Exceeded,137,Execution,Pending,12
C-1758,Collaborator,Microsoft,13-11-2024,15-08-2026,Finance,High,225,Normal,161,99,61.85,10419,10523,1.009981764,Exceeded,104,Planning,Pending,7
C-1759,Collaborator,Microsoft,26-08-2025,05-01-2027,IT,Critical,368,Normal,161,123,76.61,2676,2248,0.840059791,Near Limit,-428,Planning,Pending,10
C-1760,Collaborator,Cloudora,30-05-2024,07-01-2026,Finance,Medium,5,Critical,245,174,70.86,3724,3761,1.009935553,Exceeded,37,Planning,Pending,4
C-1761,Contributor,Microsoft,04-05-2023,18-02-2026,IT,High,47,Warning,182,119,65.35,3405,3439,1.009985316,Exceeded,34,Approval,Pending,10
C-1762,Collaborator,Microsoft,15-09-2025,10-01-2027,Finance,Critical,373,Normal,161,25,15.51,5123,2252,0.43958618,Healthy,-2871,Planning,Approved,5
C-1763,Contributor,AWS,01-03-2024,28-05-2026,IT,High,146,Planning,145,130,89.86,1604,1415,0.882169576,Near Limit,-189,Approval,Pending,10
C-1764,Collaborator,Salesforce,23-11-2023,27-05-2026,Procurement,Critical,145,Planning,245,29,12.09,325,328,1.009230769,Exceeded,3,Approval,Approved,6
C-1765,Collaborator,Veloxa,10-07-2025,05-01-2027,Procurement,Low,368,Normal,245,171,69.88,1860,602,0.323655914,Healthy,-1258,Planning,Pending,8
C-1766,Collaborator,Microsoft,21-05-2024,29-10-2026,Finance,Medium,300,Normal,161,121,75.5,4788,1980,0.413533835,Healthy,-2808,Negotiation,Pending,4
C-1767,Collaborator,Microsoft,18-11-2025,27-11-2026,Finance,Medium,329,Normal,161,125,77.92,5691,5285,0.928659287,Near Limit,-406,Planning,Pending,11
C-1768,Collaborator,Atlassify,26-09-2023,02-05-2026,Finance,Medium,120,Planning,157,121,77.39,3226,1781,0.552076875,Healthy,-1445,Planning,Approved,15
C-1769,Collaborator,Microsoft,17-09-2023,21-01-2026,Finance,High,19,Critical,161,115,71.65,401,899,2.241895262,Exceeded,498,Planning,Pending,8
C-1770,Contributor,AWS,29-10-2023,13-06-2026,Procurement,Medium,162,Planning,145,145,100,234,111,0.474358974,Healthy,-123,Approval,Pending,15
C-1771,Contributor,Microsoft,21-07-2024,19-11-2026,Procurement,Medium,321,Normal,182,51,28.45,2142,1613,0.753034547,Healthy,-529,Negotiation,Pending,15
C-1772,Collaborator,Nexaflow,26-03-2024,24-02-2026,Finance,Critical,53,Warning,245,189,77.17,3653,1095,0.299753627,Healthy,-2558,Approval,Pending,4
C-1773,Contributor,Microsoft,06-03-2024,25-05-2026,IT,Medium,143,Planning,182,154,84.76,3406,3130,0.91896653,Near Limit,-276,Execution,Pending,15
C-1774,Collaborator,Salesforce,01-12-2024,04-10-2026,IT,High,275,Normal,98,83,85.61,749,473,0.631508678,Healthy,-276,Approval,Pending,8
C-1775,Collaborator,Databridge,27-12-2024,06-01-2026,Procurement,Medium,4,Critical,157,101,64.59,1015,192,0.189162562,Healthy,-823,Planning,Approved,7
C-1776,Collaborator,Microsoft,07-04-2025,19-04-2026,IT,High,107,Planning,161,127,79.34,4478,2961,0.661232693,Healthy,-1517,Negotiation,Pending,16
C-1777,Contributor,Microsoft,11-10-2024,01-06-2026,IT,Critical,150,Planning,182,139,76.7,2886,1077,0.373180873,Healthy,-1809,Approval,Pending,10
C-1778,Full,AWS,03-08-2024,21-04-2026,IT,High,109,Planning,260,178,68.77,12529,7134,0.569398994,Healthy,-5395,Approval,Pending,8
C-1779,Collaborator,Cloudora,10-02-2024,19-07-2026,Procurement,High,198,Normal,157,109,69.43,231,117,0.506493506,Healthy,-114,Planning,Pending,11
C-1780,Collaborator,Veloxa,26-02-2024,19-03-2026,IT,Critical,76,Warning,245,195,79.57,4583,1679,0.366353917,Healthy,-2904,Planning,Pending,14
C-1781,Collaborator,Microsoft,17-09-2023,13-01-2026,Finance,Medium,11,Critical,161,110,68.36,1750,279,0.159428571,Healthy,-1471,Negotiation,Pending,3
C-1782,Collaborator,Salesforce,22-03-2024,10-01-2026,IT,Medium,8,Critical,98,80,81.94,3721,6041,1.62348831,Exceeded,2320,Negotiation,Pending,12
C-1783,Collaborator,Microsoft,23-06-2025,18-11-2026,Finance,Medium,320,Normal,161,146,90.94,520,124,0.238461538,Healthy,-396,Planning,Pending,8
C-1784,Contributor,Microsoft,12-11-2024,13-01-2026,Finance,Medium,11,Critical,182,152,83.39,4389,2480,0.565048986,Healthy,-1909,Approval,Pending,8
C-1785,Collaborator,Veloxa,07-06-2025,26-06-2026,Finance,Medium,175,Planning,245,174,70.94,2731,2391,0.875503479,Near Limit,-340,Execution,Pending,4
C-1786,Contributor,AWS,25-01-2024,27-04-2026,Finance,High,115,Planning,145,143,98.9,1945,1445,0.742930591,Healthy,-500,Planning,Pending,6
C-1787,Contributor,AWS,02-08-2024,19-07-2026,IT,Critical,198,Normal,145,141,97.72,561,352,0.62745098,Healthy,-209,Approval,Pending,15
C-1788,Contributor,Salesforce,17-09-2024,11-04-2026,Procurement,Medium,99,Planning,320,229,71.78,5775,2100,0.363636364,Healthy,-3675,Planning,Pending,14
C-1789,Contributor,AWS,03-02-2024,31-03-2026,Procurement,Medium,88,Warning,145,126,87.1,2056,1671,0.812743191,Near Limit,-385,Planning,Pending,13
C-1790,Collaborator,Prismly,10-10-2023,25-03-2026,IT,High,82,Warning,157,130,83.12,7837,19289,2.461273446,Exceeded,11452,Approval,Pending,16
C-1791,Collaborator,Veloxa,24-04-2024,11-01-2026,IT,High,9,Critical,245,168,68.66,1033,932,0.902226525,Near Limit,-101,Planning,Pending,8
C-1792,Collaborator,Databridge,25-11-2023,11-01-2026,IT,Medium,9,Critical,157,117,74.84,420,413,0.983333333,Near Limit,-7,Negotiation,Pending,5
C-1793,Full,Salesforce,17-07-2025,20-07-2026,IT,High,199,Normal,210,138,66.14,2359,1557,0.660025435,Healthy,-802,Execution,Pending,6
C-1794,Collaborator,Cloudora,04-11-2023,17-01-2026,Procurement,Critical,15,Critical,157,115,73.57,315,48,0.152380952,Healthy,-267,Approval,Approved,9
C-1795,Contributor,AWS,12-04-2024,17-01-2026,Procurement,Medium,15,Critical,145,128,88.48,1848,4910,2.656926407,Exceeded,3062,Approval,Approved,11
C-1796,Collaborator,Nexaflow,22-03-2025,22-03-2026,Finance,High,79,Warning,157,108,68.85,4573,3748,0.819593265,Near Limit,-825,Execution,Pending,4
C-1797,Full,AWS,17-08-2023,25-07-2026,Finance,Medium,204,Normal,260,223,86.08,4552,3537,0.77702109,Healthy,-1015,Planning,Pending,7
C-1798,Collaborator,Atlassify,11-12-2024,13-02-2027,IT,Critical,407,Normal,245,171,69.64,1355,530,0.391143911,Healthy,-825,Execution,Pending,3
C-1799,Contributor,AWS,16-04-2025,25-11-2026,Procurement,High,327,Normal,145,125,86.28,2937,8245,2.807286347,Exceeded,5308,Negotiation,Pending,9
C-1800,Contributor,Salesforce,14-08-2023,12-02-2026,Finance,High,41,Warning,320,227,70.94,605,580,0.958677686,Near Limit,-25,Execution,Pending,7
C-1801,Contributor,Microsoft,14-05-2025,18-01-2027,Finance,Medium,381,Normal,182,141,77.63,4369,2449,0.560540169,Healthy,-1920,Approval,Approved,3
C-1802,Full,Microsoft,27-10-2023,11-06-2026,IT,High,160,Planning,210,60,28.81,1838,1610,0.875952122,Near Limit,-228,Planning,Pending,13
C-1803,Full,Salesforce,04-05-2024,20-01-2027,Procurement,Medium,383,Normal,210,165,78.81,1532,533,0.347911227,Healthy,-999,Execution,Approved,12
C-1804,Collaborator,Microsoft,10-10-2023,25-04-2026,Finance,High,113,Planning,161,33,20.47,4420,4148,0.938461538,Near Limit,-272,Approval,Pending,13
C-1805,Collaborator,Salesforce,06-06-2023,24-02-2026,IT,Critical,53,Warning,245,209,85.23,421,217,0.51543943,Healthy,-204,Execution,Pending,5
C-1806,Collaborator,Atlassify,08-08-2024,13-08-2026,Finance,High,223,Normal,157,128,81.91,3928,880,0.224032587,Healthy,-3048,Negotiation,Pending,12
C-1807,Contributor,Microsoft,07-07-2025,25-08-2026,IT,Critical,235,Normal,182,138,76.04,3352,3017,0.900059666,Near Limit,-335,Planning,Pending,7
C-1808,Collaborator,Atlassify,18-09-2023,17-02-2026,Procurement,Medium,46,Warning,157,111,71.21,4662,4086,0.876447876,Near Limit,-576,Approval,Approved,3
C-1809,Collaborator,Microsoft,14-04-2024,30-06-2026,IT,Critical,179,Planning,161,128,79.84,2647,728,0.275028334,Healthy,-1919,Planning,Approved,13
C-1810,Collaborator,Databridge,05-01-2025,27-08-2026,IT,Medium,237,Normal,245,193,78.8,180,70,0.388888889,Healthy,-110,Approval,Pending,7
C-1811,Collaborator,Microsoft,11-09-2024,12-04-2026,IT,Critical,100,Planning,161,143,89.27,1411,2141,1.517363572,Exceeded,730,Execution,Pending,9
C-1812,Collaborator,Databridge,23-04-2025,28-05-2026,Procurement,High,146,Planning,245,162,65.93,519,1065,2.052023121,Exceeded,546,Approval,Approved,13
C-1813,Collaborator,Databridge,05-05-2024,23-01-2026,Finance,High,21,Critical,245,194,79,3732,3522,0.943729904,Near Limit,-210,Planning,Pending,3
C-1814,Collaborator,Prismly,27-09-2025,02-01-2027,Procurement,Medium,365,Normal,157,123,78.92,1055,882,0.836018957,Near Limit,-173,Planning,Pending,14
C-1815,Full,Salesforce,06-02-2025,05-04-2026,IT,Critical,93,Planning,210,158,75.52,2747,4465,1.625409538,Exceeded,1718,Approval,Pending,9
C-1816,Collaborator,Microsoft,21-04-2025,13-11-2026,Finance,High,315,Normal,161,122,75.87,2000,3055,1.5275,Exceeded,1055,Approval,Approved,7
C-1817,Contributor,Microsoft,22-06-2024,06-03-2026,IT,Critical,63,Warning,182,158,87.12,487,349,0.716632444,Healthy,-138,Planning,Pending,7
C-1818,Collaborator,Veloxa,15-02-2024,09-12-2026,IT,High,341,Normal,98,79,81.53,3097,1529,0.493703584,Healthy,-1568,Planning,Pending,16
C-1819,Contributor,Microsoft,27-11-2023,23-01-2026,Finance,Medium,21,Critical,182,150,82.29,334,190,0.568862275,Healthy,-144,Approval,Pending,13
C-1820,Contributor,AWS,21-06-2024,18-01-2027,Finance,Medium,381,Normal,182,134,73.57,1938,1311,0.676470588,Healthy,-627,Approval,Approved,7
C-1821,Full,Microsoft,21-02-2025,26-11-2026,IT,High,328,Normal,210,137,65.48,6373,1480,0.232229719,Healthy,-4893,Planning,Pending,4
C-1822,Contributor,Microsoft,09-06-2023,31-03-2026,Finance,Critical,88,Warning,182,141,77.3,1008,316,0.313492063,Healthy,-692,Planning,Pending,17
C-1823,Collaborator,Veloxa,15-12-2024,19-05-2026,Procurement,High,137,Planning,245,175,71.27,4496,4311,0.958852313,Near Limit,-185,Planning,Pending,4
C-1824,Collaborator,Atlassify,16-12-2024,16-12-2026,Finance,Medium,348,Normal,245,158,64.39,4897,4782,0.976516234,Near Limit,-115,Execution,Pending,17
C-1825,Collaborator,Nexaflow,03-02-2025,24-10-2026,Finance,High,295,Normal,245,55,22.55,4743,3933,0.829222011,Near Limit,-810,Planning,Pending,16
C-1826,Collaborator,Prismly,15-04-2025,02-12-2026,IT,High,334,Normal,245,191,78.1,3266,3114,0.95345989,Near Limit,-152,Planning,Pending,17
C-1827,Collaborator,Databridge,10-01-2025,12-01-2026,Finance,Critical,10,Critical,157,99,63.31,2970,1993,0.671043771,Healthy,-977,Planning,Pending,14
C-1828,Collaborator,Atlassify,29-11-2023,27-09-2026,IT,Medium,268,Normal,157,118,75.67,3475,2955,0.850359712,Near Limit,-520,Planning,Approved,14
C-1829,Full,Microsoft,13-09-2023,05-07-2026,Procurement,Critical,184,Normal,210,45,21.76,4552,2144,0.471001757,Healthy,-2408,Execution,Approved,10
C-1830,Collaborator,Databridge,17-12-2023,18-03-2026,Procurement,Critical,75,Warning,157,136,87.2,2086,1953,0.936241611,Near Limit,-133,Approval,Pending,11
C-1831,Collaborator,Databridge,04-08-2024,10-07-2026,Finance,Medium,189,Normal,245,167,67.97,458,400,0.873362445,Near Limit,-58,Planning,Approved,6
C-1832,Contributor,Microsoft,14-01-2024,21-01-2026,Finance,Medium,19,Critical,182,113,61.95,491,277,0.564154786,Healthy,-214,Negotiation,Pending,7
C-1833,Collaborator,Microsoft,05-12-2023,15-09-2026,Finance,Medium,256,Normal,161,27,17.31,5086,8763,1.722965002,Exceeded,3677,Planning,Pending,6
C-1834,Contributor,AWS,17-12-2024,22-07-2026,Finance,Medium,201,Normal,182,141,77.52,3485,3645,1.045911047,Exceeded,160,Negotiation,Approved,12
C-1835,Contributor,Microsoft,07-12-2025,20-12-2026,Procurement,Critical,352,Normal,182,124,68.15,347,136,0.391930836,Healthy,-211,Planning,Pending,5
C-1836,Collaborator,Databridge,17-06-2023,03-02-2026,IT,Critical,32,Warning,245,125,51,357,191,0.535014006,Healthy,-166,Negotiation,Pending,7
C-1837,Collaborator,Databridge,25-12-2024,10-02-2026,Procurement,Critical,39,Warning,157,125,79.81,2955,2597,0.878849408,Near Limit,-358,Planning,Pending,14
C-1838,Collaborator,Microsoft,20-03-2024,17-09-2026,Procurement,Critical,258,Normal,161,136,84.93,180,182,1.011111111,Exceeded,2,Planning,Pending,9
C-1839,Collaborator,Veloxa,18-12-2025,19-12-2026,Procurement,High,351,Normal,157,87,55.41,2273,1672,0.735591729,Healthy,-601,Planning,Pending,11
C-1840,Collaborator,Cloudora,23-09-2024,20-02-2027,Finance,High,414,Normal,245,182,74.32,481,457,0.95010395,Near Limit,-24,Execution,Approved,3
C-1841,Collaborator,Atlassify,02-10-2024,16-01-2026,Procurement,High,14,Critical,245,69,28.45,8119,6372,0.784825717,Healthy,-1747,Planning,Pending,8
C-1842,Collaborator,Nexaflow,10-03-2023,08-01-2026,IT,Medium,6,Critical,245,149,60.97,3166,4244,1.340492735,Exceeded,1078,Execution,Approved,13
C-1843,Collaborator,Nexaflow,05-01-2025,01-11-2026,IT,Medium,303,Normal,245,160,65.24,2008,4383,2.182768924,Exceeded,2375,Approval,Approved,11
C-1844,Collaborator,Atlassify,08-12-2024,20-04-2026,IT,High,108,Planning,157,95,60.57,2981,2626,0.880912445,Near Limit,-355,Planning,Pending,12
C-1845,Collaborator,Microsoft,21-05-2025,12-10-2026,Procurement,Critical,283,Normal,161,143,89.02,5599,1262,0.225397392,Healthy,-4337,Planning,Pending,8
C-1846,Collaborator,Microsoft,21-11-2023,18-07-2026,IT,Medium,197,Normal,161,121,75.12,3693,1754,0.474952613,Healthy,-1939,Approval,Pending,9
C-1847,Full,AWS,04-09-2024,03-04-2026,IT,High,91,Planning,260,186,71.81,12376,12500,1.010019392,Exceeded,124,Negotiation,Approved,7
C-1848,Contributor,Microsoft,22-07-2024,25-01-2026,IT,High,23,Critical,182,39,21.88,9287,7204,0.775707979,Healthy,-2083,Execution,Approved,3
C-1849,Contributor,Microsoft,23-05-2025,17-10-2026,Procurement,Critical,288,Normal,182,171,93.75,6000,2839,0.473166667,Healthy,-3161,Planning,Pending,13
C-1850,Full,AWS,21-04-2024,27-09-2026,Procurement,High,268,Normal,260,199,76.88,623,527,0.845906902,Near Limit,-96,Negotiation,Pending,9
C-1851,Contributor,Microsoft,14-02-2025,27-07-2026,Procurement,High,206,Normal,182,155,85.25,6374,1498,0.235017258,Healthy,-4876,Approval,Pending,8
C-1852,Collaborator,Microsoft,21-05-2023,05-05-2026,Finance,High,123,Planning,161,98,61.04,3272,2559,0.782090465,Healthy,-713,Planning,Pending,11
C-1853,Collaborator,Microsoft,28-02-2025,05-05-2026,Finance,Critical,123,Planning,161,135,83.81,8702,8187,0.940818203,Near Limit,-515,Planning,Pending,8
C-1854,Contributor,Microsoft,22-07-2024,30-07-2026,IT,Medium,209,Normal,182,145,79.93,1909,1928,1.009952855,Exceeded,19,Approval,Approved,13
C-1855,Full,Salesforce,24-12-2023,19-03-2026,Finance,Critical,76,Warning,210,137,65.67,698,112,0.160458453,Healthy,-586,Planning,Pending,10
C-1856,Collaborator,Prismly,17-09-2024,20-10-2026,Finance,Medium,291,Normal,245,149,60.97,1645,2244,1.364133739,Exceeded,599,Planning,Pending,14
C-1857,Collaborator,Prismly,02-04-2024,03-09-2026,Finance,Medium,244,Normal,245,190,77.61,5044,1994,0.395321174,Healthy,-3050,Execution,Pending,16
C-1858,Full,Microsoft,19-07-2023,13-06-2026,Finance,High,162,Planning,210,134,64.19,4418,4791,1.084427343,Exceeded,373,Planning,Pending,5
C-1859,Contributor,Microsoft,14-04-2023,24-01-2026,Procurement,Critical,22,Critical,182,166,91.45,4125,2767,0.670787879,Healthy,-1358,Approval,Pending,9
C-1860,Contributor,Microsoft,08-11-2024,13-06-2026,IT,Medium,162,Planning,182,148,81.36,9709,2791,0.287465238,Healthy,-6918,Planning,Approved,5
C-1861,Collaborator,Veloxa,05-03-2024,18-05-2026,IT,Critical,136,Planning,245,179,73.1,4049,4089,1.009878982,Exceeded,40,Approval,Pending,9
C-1862,Collaborator,Microsoft,25-07-2025,10-10-2026,IT,High,281,Normal,161,104,64.89,571,474,0.830122592,Near Limit,-97,Execution,Approved,6
C-1863,Full,Salesforce,06-10-2024,27-10-2026,Finance,High,298,Normal,210,144,68.81,4406,4450,1.009986382,Exceeded,44,Approval,Approved,16
C-1864,Collaborator,AWS,18-02-2024,13-01-2027,Procurement,Critical,376,Normal,161,106,66,2934,8706,2.967280164,Exceeded,5772,Negotiation,Approved,15
C-1865,Contributor,Microsoft,18-12-2023,01-02-2026,IT,Medium,30,Critical,182,149,82.13,1525,1378,0.903606557,Near Limit,-147,Execution,Pending,3
C-1866,Contributor,Prismly,23-08-2025,24-08-2026,Procurement,High,234,Normal,320,44,13.94,1458,1220,0.836762689,Near Limit,-238,Planning,Pending,13
